// Reference=MNI
// Ahmad2003
// Subjects=15
-39.01	12.66	22.46
-61.18	5.97	19.72
-45.22	-1.52	50.11
-38.83	-17.43	47.83
-3.97	-13.79	50.7
-29.17	-58.53	47.26
-38.73	-42.65	49.55
-7.29	-.29	13.17
-10.15	-96.08	-.23
-35.76	-40.58	-20.53
-39.01	-28.61	-31.32
-7.27	-30.88	-21.36
-45.25	-67.7	-48.58
62.39	16.05	11.64
24.26	10.15	-27.68
33.81	17.95	-4.97
49.61	20.42	-18.55
49.81	-22.89	-2.26
52.8	-3.03	-40.27
59.13	38.09	10.15
37.21	-3.78	53.11
37.26	-19.95	47.55
46.8	-32.88	41.72
21.41	-26.79	41.46
5.3	31.94	20.88
8.54	16.41	25.25
15.23	-67.81	44.3
18.27	-64.12	0.74
56.08	-24.46	-28.83
27.49	-12.5	-36.14
46.66	-60.22	-42.97
18.2	-82.92	-47.91

// Brennan2013chi
// Subjects=16
-2	12	50
-6	18	40
-20	4	6
20	-56	0
-2	-82	30
-8	-62	-4
50	-10	0
56	0	-4
52	12	-6
32	30	0
32	20	4
36	14	10
16	14	4
22	0	4
22	20	10
-22	-54	56
-22	-62	52
-30	-60	44
58	-4	44
50	-8	40
-30	48	12
-26	40	10

// Brennan2013eng
// Subjects=15
56	-16	-2
64	-10	-2
46	-22	8
-58	-24	2
-38	-30	8
-48	-18	8
18	-26	-4
-8	24	24
-4	12	54
-2	2	42
-46	-42	-18
-44	-32	-14
-36	-30	-24
0	-82	36
-18	-90	22
0	-80	20
-16	-14	8
-10	-20	10
10	-18	22
30	14	0
38	12	2
34	14	10
20	-90	22
18	-84	12
-52	2	40
-56	6	34
-60	4	24
30	-62	-22
26	-68	-12
40	10	-20

// Cao2011
// Subjects=25
-40	-30	8
64	-10	-2
-8	-64	-4
-46	-34	-18
-46	12	28
-48	32	8
32	30	-2
54	0	48
-26	-34	46
28	-2	54
-22	-48	64
30	4	-34
-58	-4	-6
64	-16	0
-18	-66	-6
-8	-74	8
-44	4	28
-36	32	-16
-28	28	0
32	28	0

// Cone2008
// Subjects=40
-45	12	18
-42	27	-6
66	-15	-3
-3	24	51
-45	-51	-15
-63	-24	0
-51	-42	6
36	-33	-24

// Desroches2010
// Subjects=12
-63	-24	15
-63	-27	3
-54	-15	-3
66	-12	3
60	-24	12
57	-30	-3
0	12	54
-48	-63	-24
-48	-54	-18

// HorowitzKraus2015
// Subjects=23
34	-70	36
2	-62	40
6	52	42
44	-54	30
52	-52	2
30	-48	46
20	-50	-4
2	32	38
44	-64	6
48	28	14
22	-32	-10
38	4	32
34	-50	-10
46	-50	-8
44	16	24
32	-66	-6
-24	-68	44
0	28	50
-38	14	42
-38	2	34
-30	-52	46
-40	-56	32
-42	16	22
-22	-34	-8
-32	18	0
-40	22	4
-38	-52	-6
-38	-52	14

// HorowitzKraus2016
// Subjects=9
1.3	7.57	71.41
-52.86	28.07	0.4
-62.06	-53.95	6.07
-52.86	10.89	-21.73
-30.56	-17.29	-19.93
61.36	-12.96	-14.11
55.05	-15.76	-7.22
45.39	-5.87	-51.13
39.12	-11.01	-30.76

// Hubbard2012
// Subjects=10
-52	-20	6
-60	-8	-2
64	-8	2
48	-26	8
-6	-60	24
0	34	-18
-48	-68	24
-4	56	12

// Knoll2012
// Subjects=22
59.31	-13.79	7.05
-45.25	-24.12	8.37
-36.01	21.2	-28.09
-13.57	-27.62	-1.57
-.77	-48.56	16.44
2.29	-33.99	-4.55
40.15	23.87	4.58
56.14	-13.82	7.07
-45.25	-24.12	8.37
14.95	-24.23	-1.97
-16.74	-27.65	-1.55
-48.56	20.78	18.63
-39.13	29.1	-1.97
-.85	-50.59	-16.72
-3.91	-51.53	19.99
-26.43	-8.1	-42.78
-13.6	5.93	29.43
14.86	21.92	28.17
5.57	-31.53	35.21
27.78	-54.83	13.37
-.91	20.06	51.7
-.86	7.66	55.88

// Monzalvo2013adv
// Subjects=23
-54	-6	-12
-51	-36	0
-48	15	-24
-57	30	6
-42	-18	-24
-36	-33	-18
57	-6	-12
51	18	-21
48	-33	0

// Monzalvo2013beg
// Subjects=13
-51	-36	0
-51	-6	-15
-51	27	9
-42	-15	-24
-27	-30	-21
48	21	-24
51	-9	-12
36	33	-9
54	-42	3
-9	-54	6
12	-45	6

// Monzalvo2013pre
// Subjects=13
48	15	-24
51	-12	-15
45	-39	0
-54	9	-21
-60	-48	6
-36	-36	-18
-42	-18	-27
-51	33	6

// MooreParks2010
// Subjects=23
-51.57	-32.78	5.67
60.37	-14.9	6.01
-7.23	-12.69	17.35
-2.99	8.42	51.4
-.78	-60.35	-3.84
34.88	22.97	8
-.6	-97.36	12.01
-26.39	-2.54	-20.97
34.86	-4.94	-34.48
62.68	-35.29	51.78
-57.92	-7.97	32.86
-38.71	-78.77	10.96
28.6	31.25	40.77
-32.69	30.47	36.74
18.43	-76.26	43.75

// Nunez2011
// Subjects=19
-64	-38	20
-64	-40	20
-48	-34	56
-46	-30	56
-8	6	58
-6	4	58
2	8	58
2	4	58
-4	12	52
-6	14	52
2	12	52
4	16	52
-54	14	34
-52	16	36
-44	14	16
-50	12	16
44	22	16
46	16	16
-52	14	22
46	14	22
-54	26	8
50	20	4
-54	26	-10
52	18	-10
-40	-76	-26
42	-62	-26
40	-64	-26

// Raschle2014
// Subjects=20
39.37	-76.07	-25.2
-38.81	-76.59	-22.48
9.94	-84.12	19.92
-55.96	18.15	11.09
-51.67	10.59	24.9
58.09	22.22	-7.62
-47.57	21.47	-4.73
-11.34	-16.73	55.39
3.25	31.18	43.14
45.29	49.02	-16.04
49.71	33.13	33.86
-34.92	43.67	11.43
-28.68	55.25	-7.15
-.81	3.22	69.5
-53.73	-20.19	4.82
62.52	-25.39	6.71
54.27	-50.48	46.21
37.4	-61.26	44.83
-28.11	-52.72	55.73
39.29	-50.46	-20.29
-23.85	-104.53	1.54
43.34	25.42	12.22
55.96	24.17	-9.96
-51.71	21.23	26.39
-26.43	24.16	1.62
39.08	24.7	1.2
-45.42	15.46	0.11
-47.66	42.08	-12.8
22.06	46.86	-13.54
68.88	-27.3	9.02
-62.07	-42.7	17.51
47.91	-44.22	45.82
-26	-57.31	49.37
16.29	-60.89	53.81

// Romeo2018
// Subjects=36
-52	-7	-12
-55	-39	4
-50	9	-22
-57	-51	30
54	-4	-13
51	13	-20

// Sroka2015
// Subjects=30
-48.20	-21.90	-2.99
43.8	-7.06	-8.47
-39.80	-25.00	50
-7.84	10.2	23.8
-3.95	-18.40	-7.93
13.7	-75	-19
7.92	-57.10	36.9
-35.50	49.2	11.8
37.4	44.6	11.6

// Vannest2019
// Subjects=40
-53.8	-24.7	0.6
56.4	-14.8	-9.6
-46.6	23.2	15.9
18.7	-21.6	-3.13
-20.7	-6.96	64.7
25	-8.71	57.8
47.2	-75.7	-12.1
-44.7	3.93	52.4
53.2	27.4	15.7
32.8	-26.1	48.1
62.4	-54.1	15.2
40.5	6.29	59.8
12.5	-13.8	-13.5
-16.8	-29.4	-4.47
-33.8	-93	-14.1

